Alias,Fecha Ultima Localizacion,Latitud,Longitud,Direccion,Placa,Taller Molina,Region,Fecha,Hora,Proveedor
BPQ-937 [ORLANDO BUSTINCIO - JULIACA PUNO],2023-01-26 18:17:36,-15.4859,-70.1383,"AV. EL SOL,JULIACA,PUNO",BPQ-937,False,Puno,2023-01-26,18:17,Hunter
BPR-722,2023-01-26 18:18:14,-16.3658,-71.559,"(-16.3657,-71.5590),CERRO COLORADO,AREQUIPA",BPR-722,False,Arequipa,2023-01-26,18:18,Hunter
BPR-723,2023-01-26 18:04:59,-13.4248,-71.8481,"PE-28B,PISAC,CUSCO",BPR-723,False,Cusco,2023-01-26,18:04,Hunter
BPR-853 [JOSE TRIGOSO - CHICLAYO],2023-01-26 18:33:23,-6.75187,-79.8646,"(-6.7518,-79.8646),CHICLAYO,LAMBAYEQUE",BPR-853,False,Lambayeque,2023-01-26,18:33,Hunter
BPR-855,2023-01-26 18:17:38,-6.75798,-79.8316,"CHONGOYAPE,JOSE LEONARDO ORTIZ,LAMBAYEQUE",BPR-855,False,Lambayeque,2023-01-26,18:17,Hunter
BPR-857,2023-01-26 18:04:37,-7.78196,-77.8674,"PE-10C,SANCHEZ CARRION,LA LIBERTAD",BPR-857,False,La Libertad,2023-01-26,18:04,Hunter
BPR-900,2023-01-26 18:29:00,-11.5255,-75.6355,"CARRETERA CENTRAL SUR,JAUJA,JUNIN",BPR-900,False,Junin,2023-01-26,18:29,Hunter
BPR-901,2023-01-26 18:32:08,-8.45368,-74.7776,"CARRETERA FEDERICO BASADRE,CAMPOVERDE,UCAYALI",BPR-901,False,Ucayali,2023-01-26,18:32,Hunter
BPS-719,2023-01-26 17:45:27,-10.5748,-75.4038,"JIRON MARISCAL CASTILLA,OXAPAMPA,PASCO",BPS-719,False,Pasco,2023-01-26,17:45,Hunter
BPS-819,2023-01-26 17:43:17,-5.71708,-78.8042,"ARANA VIDAL,JAEN,CAJAMARCA",BPS-819,False,Cajamarca,2023-01-26,17:43,Hunter
BPS-820,2023-01-26 18:32:15,-4.90913,-81.0585,"(-4.9091,-81.0585),PAITA,PIURA",BPS-820,False,Piura,2023-01-26,18:32,Hunter
BPS-914 [JAVIER NUÑEZ ICA 2],2023-01-26 18:15:47,-14.0602,-75.7387,"AVENIDIA LOS ANGELES,ICA,ICA",BPS-914,False,Ica,2023-01-26,18:15,Hunter
BPS-915,2023-01-26 18:36:48,-12.0772,-75.205,"CALLE REAL,CHILCA,JUNIN",BPS-915,False,Junin,2023-01-26,18:36,Hunter
BPT-875,2023-01-26 18:36:43,-8.01324,-78.3273,"PE-10A,JULCAN,LA LIBERTAD",BPT-875,False,La Libertad,2023-01-26,18:36,Hunter
BPY-777,2023-01-26 17:47:56,-6.4857,-76.3609,"JIRON MANUELA DE MOREY,TARAPOTO,SAN MARTIN",BPY-777,False,San Martin,2023-01-26,17:47,Hunter
BPY-799,2023-01-26 18:13:07,-6.55351,-78.6642,"GARCILAZO DE LA VEGA,CHOTA,CAJAMARCA",BPY-799,False,Cajamarca,2023-01-26,18:13,Hunter
BPY-880,2023-01-26 18:08:11,-18.0127,-70.253,"CORONEL INCLAN,TACNA,TACNA",BPY-880,False,Tacna,2023-01-26,18:08,Hunter
BPY-933,2023-01-26 18:36:45,-8.92844,-76.1145,"(-8.9284,-76.1145),JOSE CRESPO Y CASTILLO,HUANUCO",BPY-933,False,Huanuco,2023-01-26,18:36,Hunter
BPZ-734,2023-01-26 13:15:09,-15.4882,-70.1408,"JR. HUARAZ,JULIACA,PUNO",BPZ-734,False,Puno,2023-01-26,13:15,Hunter
BPZ-786,2023-01-26 18:02:47,-7.16175,-78.5043,"(-7.1617,-78.5042),CAJAMARCA,CAJAMARCA",BPZ-786,False,Cajamarca,2023-01-26,18:02,Hunter
BPZ-853,2023-01-26 18:35:41,-13.169,-74.2045,"AVENIDA ABANCAY,ANDRES AVELINO CACERES DORREGARAY,AYACUCHO",BPZ-853,False,Ayacucho,2023-01-26,18:35,Hunter
BRD-784,2023-01-26 18:32:14,-12.0722,-76.9539,"(-12.0721,-76.9538),LA MOLINA,LIMA",BRD-784,True,Lima,2023-01-26,18:32,Hunter
BRD-947,2023-01-26 18:01:40,-13.0766,-75.99,"(-13.0766,-75.9900),CHAVIN,ICA",BRD-947,False,Lima,2023-01-26,18:01,Hunter
BRE-821,2023-01-26 18:20:58,-12.11,-77.0487,"AVENIDA MARISCAL LA MAR,SAN ISIDRO,LIMA",BRE-821,False,Lima,2023-01-26,18:20,Hunter
BRF-708,2023-01-17 22:07:29,-13.0786,-75.9925,"(-13.0785,-75.9925),CHAVIN,ICA",BRF-708,False,Lima,2023-01-17,22:07,Hunter
BRJ-836 [LAP-CCO-10],2023-01-26 17:45:05,-12.0262,-77.105,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRJ-836,False,Lima,2023-01-26,17:45,Hunter
BRK-715 [LAP-MTTO-06],2023-01-26 18:34:26,-12.0217,-77.1093,"CALLE CORPAC,CALLAO,CALLAO",BRK-715,False,Lima,2023-01-26,18:34,Hunter
BRK-719 [LAP-SSG-02],2023-01-26 17:55:29,-12.0269,-77.1083,"ACCESO PARA PRIMER PISO,CALLAO,CALLAO",BRK-719,False,Lima,2023-01-26,17:55,Hunter
BRK-752 [LAP-CCO-11],2023-01-26 18:01:50,-12.0263,-77.105,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRK-752,False,Lima,2023-01-26,18:01,Hunter
BRK-770 [LAP-MTTO-05],2023-01-26 18:27:08,-12.0234,-77.1079,"(-12.0233,-77.1078),CALLAO,CALLAO",BRK-770,False,Lima,2023-01-26,18:27,Hunter
BRK-810 [LAP-SSG-03],2023-01-26 18:24:44,-12.0234,-77.1088,"(-12.0233,-77.1088),CALLAO,CALLAO",BRK-810,False,Lima,2023-01-26,18:24,Hunter
BRK-841 [LAP-CCO-06],2023-01-26 18:33:47,-12.03,-77.1067,"(-12.0300,-77.1067),CALLAO,CALLAO",BRK-841,False,Lima,2023-01-26,18:33,Hunter
BRM-053,2020-08-25 16:52:34,-12.0827,-76.9684,"AVENIDA EL GOLF LOS INCAS,MONTERRICO,SANTIAGO DE SURCO",BRM-053,False,Lima,2020-08-25,16:52,Hunter
BRO-788,2023-01-26 18:34:39,-10.6083,-76.2109,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BRO-788,False,Pasco,2023-01-26,18:34,Hunter
BRO-802,2023-01-26 18:18:09,-10.6083,-76.2107,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BRO-802,False,Pasco,2023-01-26,18:18,Hunter
BRO-832,2023-01-26 18:11:34,-10.6084,-76.2108,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BRO-832,False,Pasco,2023-01-26,18:11,Hunter
BRO-948,2023-01-26 18:14:33,-12.0848,-77.0134,"AVENIDA NICOLAS ARRIOLA,LA VICTORIA,LIMA",BRO-948,False,Lima,2023-01-26,18:14,Hunter
BRO-949,2023-01-26 18:36:50,-12.006,-77.0884,"AVENIDA 12 DE OCTUBRE,SAN MARTIN DE PORRES,LIMA",BRO-949,False,Lima,2023-01-26,18:36,Hunter
BRP-743,2023-01-26 18:24:14,-11.9194,-77.1172,"(-11.9194,-77.1172),VENTANILLA,CALLAO",BRP-743,False,Lima,2023-01-26,18:24,Hunter
BRP-745,2023-01-26 18:18:07,-11.9982,-77.1128,"AVENIDA CANTA CALLAO,CALLAO,CALLAO",BRP-745,False,Lima,2023-01-26,18:18,Hunter
BRQ-786,2023-01-26 18:37:06,-12.3297,-76.83,"AVENIDA COSTA PERUANA,LIMA,LIMA",BRQ-786,False,Lima,2023-01-26,18:37,Hunter
BRR-818,2023-01-26 10:58:26,-12.0195,-77.1061,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRR-818,False,Lima,2023-01-26,10:58,Hunter
BRR-904,2023-01-26 18:15:58,-12.0194,-77.1061,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRR-904,False,Lima,2023-01-26,18:15,Hunter
BRR-930,2023-01-26 18:14:41,-12.0193,-77.106,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRR-930,False,Lima,2023-01-26,18:14,Hunter
BRS-769,2023-01-26 17:43:19,-12.0195,-77.1063,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRS-769,False,Lima,2023-01-26,17:43,Hunter
BRS-827,2023-01-26 18:37:10,-5.16821,-80.5325,"INTEROCEANICA NORTE,CASTILLA,PIURA",BRS-827,False,Piura,2023-01-26,18:37,Hunter
BRS-854,2023-01-26 18:15:59,-12.0194,-77.106,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRS-854,False,Lima,2023-01-26,18:15,Hunter
BRS-936,2023-01-26 18:17:50,-12.0195,-77.1062,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRS-936,False,Lima,2023-01-26,18:17,Hunter
BRT-894,2023-01-26 18:19:12,-12.0195,-77.1061,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",BRT-894,False,Lima,2023-01-26,18:19,Hunter
BRU-748 [MAYRA VIERA - PIURA],2023-01-26 17:37:04,-5.22501,-80.6519,"(-5.2250,-80.6519),CATACAOS,PIURA",BRU-748,False,Piura,2023-01-26,17:37,Hunter
BRU-832,2023-01-26 17:51:01,-16.4153,-71.5479,"AVENIDA PARRA,AREQUIPA,AREQUIPA",BRU-832,False,Arequipa,2023-01-26,17:51,Hunter
BRU-844,2023-01-26 18:37:01,-9.46908,-78.2939,"(-9.4690,-78.2938),CASMA,ANCASH",BRU-844,False,Ancash,2023-01-26,18:37,Hunter
BRU-865,2023-01-26 18:37:04,-5.1831,-80.6424,"(-5.1831,-80.6424),PIURA,PIURA",BRU-865,False,Piura,2023-01-26,18:37,Hunter
BRU-930 [YELTSIN TORRES TORRES],2023-01-26 18:15:38,-6.48267,-76.3774,"SALAVERRY,TARAPOTO,SAN MARTIN",BRU-930,False,San Martin,2023-01-26,18:15,Hunter
BRV-836,2023-01-26 18:01:19,-5.45264,-80.6067,"PANAMERICANA NORTE,EL TALLAN,PIURA",BRV-836,False,Piura,2023-01-26,18:01,Hunter
BRZ-413 [CARLOS REJAS-CAÑETE],2023-01-26 18:01:32,-12.0721,-76.9544,"LAS OROPENDOLAS,LA MOLINA,LIMA",BRZ-413,True,Lima,2023-01-26,18:01,Hunter
BSB-850 [HUGO ARENAS CHIMBOTE],2023-01-26 18:05:08,-9.13242,-78.5218,"JIRON LOS LIRIOS,NUEVO CHIMBOTE,ANCASH",BSB-850,False,Ancash,2023-01-26,18:05,Hunter
BSP-752,2023-01-26 18:07:12,-12.0683,-76.9933,"MARISCAL JOSE LA MAR,SAN LUIS,LIMA",BSP-752,False,Lima,2023-01-26,18:07,Hunter
BSP-820,2023-01-26 18:07:21,-13.2579,-76.3116,"(-13.2578,-76.3115),SAN VICENTE DE CANETE,LIMA",BSP-820,False,Lima,2023-01-26,18:07,Hunter
BSP-863,2023-01-26 18:36:50,-5.87039,-80.9772,"(-5.8703,-80.9771),SECHURA,PIURA",BSP-863,False,Piura,2023-01-26,18:36,Hunter
BSP-875,2023-01-26 18:20:43,-12.1236,-77.0366,"CALLE JUAN FANNING,MIRAFLORES,LIMA",BSP-875,False,Lima,2023-01-26,18:20,Hunter
BSP-917,2023-01-26 18:17:44,-5.08595,-81.1099,"JORGE CHAVEZ,PAITA,PIURA",BSP-917,False,Piura,2023-01-26,18:17,Hunter
BSP-943,2023-01-26 18:37:08,-5.08494,-81.1133,"JIRON JORGE CHAVEZ,PAITA,PIURA",BSP-943,False,Piura,2023-01-26,18:37,Hunter
BSZ-075 [GERENCIA FAMESA ],2023-01-26 18:23:13,-12.086,-76.9558,"CALLE LAS TIPUANAS,LA MOLINA,LIMA",BSZ-075,False,Lima,2023-01-26,18:23,Hunter
BSZ-524,2023-01-26 18:29:11,-12.0621,-76.9372,"MICAELA BASTIDAS 1, SAN BORJA, LIMA, LIMA METROPOLITAN AREA, PERU",BSZ-524,False,Lima,2023-01-26,18:29,Hunter
BTI-446,2023-01-07 17:40:53,-12.1028,-77.0477,"AVENIDA GENERAL JUAN ANTONIO PEZET,SAN ISIDRO,LIMA",BTI-446,False,Lima,2023-01-07,17:40,Hunter
BTI-527,2023-01-25 20:39:42,-12.0941,-77.0739,"JIRON LEONCIO PRADO,MAGDALENA DEL MAR,LIMA",BTI-527,False,Lima,2023-01-25,20:39,Hunter
BTY-108,2023-01-26 18:35:42,-12.0966,-77.0253,"AVENIDA PASEO DE LA REPUBLICA,SAN ISIDRO,LIMA",BTY-108,False,Lima,2023-01-26,18:35,Hunter
BTY-281,2023-01-26 18:35:18,-12.0091,-77.0109,"AVENIDA LAS FLORES DE PRIMAVERA,SAN JUAN DE LURIGANCHO,LIMA",BTY-281,False,Lima,2023-01-26,18:35,Hunter
BTY-285,2023-01-26 18:19:13,-12.088,-76.8908,"(-12.0879,-76.8907),LA MOLINA,LIMA",BTY-285,False,Lima,2023-01-26,18:19,Hunter
BTY-287,2023-01-26 18:37:06,-12.0313,-77.0574,"PASAJE LEON VELARDE,SAN MARTIN DE PORRES,LIMA",BTY-287,False,Lima,2023-01-26,18:37,Hunter
BTY-674,2023-01-26 16:32:09,-12.1065,-77.0419,"CALLE ALFREDO SALAZAR,SAN ISIDRO,LIMA",BTY-674,False,Lima,2023-01-26,16:32,Hunter
BTZ-124,2023-01-26 17:48:32,-11.9733,-77.1167,"CALLE SAN MIGUEL,SAN MARTIN DE PORRES,LIMA",BTZ-124,False,Lima,2023-01-26,17:48,Hunter
BTZ-210,2023-01-26 07:26:59,-12.0722,-76.9546,"LAS OROPENDOLAS,LA MOLINA,LIMA",BTZ-210,True,Lima,2023-01-26,07:26,Hunter
BTZ-323,2023-01-26 18:11:04,-12.0539,-77.0719,"AUGUSTO GONZALES OLAECHEA,LIMA,LIMA",BTZ-323,False,Lima,2023-01-26,18:11,Hunter
BTZ-325,2023-01-26 18:10:19,-12.0539,-77.0718,"AUGUSTO GONZALES OLAECHEA,LIMA,LIMA",BTZ-325,False,Lima,2023-01-26,18:10,Hunter
BTZ-397,2023-01-26 18:36:12,-11.8682,-77.0199,"(-11.8681,-77.019),CARABAYLLO,LIMA",BTZ-397,False,Lima,2023-01-26,18:36,Hunter
BTZ-398,2023-01-26 18:32:47,-12.0542,-76.9558,"CALLE 6,ATE,LIMA",BTZ-398,False,Lima,2023-01-26,18:32,Hunter
BTZ-399,2023-01-26 18:35:27,-11.9418,-77.1313,"AVENIDA NESTOR GAMBETTA,CALLAO,CALLAO",BTZ-399,False,Lima,2023-01-26,18:35,Hunter
BTZ-537,2023-01-26 17:43:12,-11.974,-77.1136,"(-11.9740,-77.1135),SAN MARTIN DE PORRES,LIMA",BTZ-537,False,Lima,2023-01-26,17:43,Hunter
BUC-287,2023-01-26 17:46:14,-12.025,-77.0685,"(-12.0249,-77.0685),SAN MARTIN DE PORRES,LIMA",BUC-287,False,Lima,2023-01-26,17:46,Hunter
BUG-586,2023-01-26 18:09:37,-12.1815,-77.0006,"AVENIDA GUARDIA PERUANA,CHORRILLOS,LIMA",BUG-586,False,Lima,2023-01-26,18:09,Hunter
BUH-463,2023-01-26 17:33:34,-12.2122,-76.9077,"TALARA,VILLA MARIA DEL TRIUNFO,LIMA",BUH-463,False,Lima,2023-01-26,17:33,Hunter
BUH-574,2023-01-26 14:34:59,-12.2922,-76.8439,"JIRON LOS EUCALIPTOS,LURIN,LIMA",BUH-574,False,Lima,2023-01-26,14:34,Hunter
BUI-110,2023-01-26 17:37:30,-11.9247,-77.0187,"PASAJE 1 DE JUNIO,COMAS,LIMA",BUI-110,False,Lima,2023-01-26,17:37,Hunter
